1.png	grinning face	😀️	\U0001F600\U0000FE0F	U+1F600	grinning face
1903.png	woman astronaut: medium-dark skin tone	👩🏾‍🚀️	\U0001F469\U0001F3FE\U0000200D\U0001F680\U0000FE0F	U+1F469 U+1F3FE U+200D U+1F680	woman astronaut: medium-dark skin tone
1904.png	woman astronaut: dark skin tone	👩🏿‍🚀️	\U0001F469\U0001F3FF\U0000200D\U0001F680\U0000FE0F	U+1F469 U+1F3FF U+200D U+1F680	woman astronaut: dark skin tone
1905.png	man firefighter: light skin tone	👨🏻‍🚒️	\U0001F468\U0001F3FB\U0000200D\U0001F692\U0000FE0F	U+1F468 U+1F3FB U+200D U+1F692	man firefighter: light skin tone
1906.png	man firefighter: medium-light skin tone	👨🏼‍🚒️	\U0001F468\U0001F3FC\U0000200D\U0001F692\U0000FE0F	U+1F468 U+1F3FC U+200D U+1F692	man firefighter: medium-light skin tone
1907.png	man firefighter: medium skin tone	👨🏽‍🚒️	\U0001F468\U0001F3FD\U0000200D\U0001F692\U0000FE0F	U+1F468 U+1F3FD U+200D U+1F692	man firefighter: medium skin tone
1908.png	man firefighter: medium-dark skin tone	👨🏾‍🚒️	\U0001F468\U0001F3FE\U0000200D\U0001F692\U0000FE0F	U+1F468 U+1F3FE U+200D U+1F692	man firefighter: medium-dark skin tone
1909.png	man firefighter: dark skin tone	👨🏿‍🚒️	\U0001F468\U0001F3FF\U0000200D\U0001F692\U0000FE0F	U+1F468 U+1F3FF U+200D U+1F692	man firefighter: dark skin tone
1910.png	woman firefighter: light skin tone	👩🏻‍🚒️	\U0001F469\U0001F3FB\U0000200D\U0001F692\U0000FE0F	U+1F469 U+1F3FB U+200D U+1F692	woman firefighter: light skin tone
1911.png	woman firefighter: medium-light skin tone	👩🏼‍🚒️	\U0001F469\U0001F3FC\U0000200D\U0001F692\U0000FE0F	U+1F469 U+1F3FC U+200D U+1F692	woman firefighter: medium-light skin tone
1912.png	woman firefighter: medium skin tone	👩🏽‍🚒️	\U0001F469\U0001F3FD\U0000200D\U0001F692\U0000FE0F	U+1F469 U+1F3FD U+200D U+1F692	woman firefighter: medium skin tone
1913.png	woman firefighter: medium-dark skin tone	👩🏾‍🚒️	\U0001F469\U0001F3FE\U0000200D\U0001F692\U0000FE0F	U+1F469 U+1F3FE U+200D U+1F692	woman firefighter: medium-dark skin tone
1914.png	woman firefighter: dark skin tone	👩🏿‍🚒️	\U0001F469\U0001F3FF\U0000200D\U0001F692\U0000FE0F	U+1F469 U+1F3FF U+200D U+1F692	woman firefighter: dark skin tone
1915.png	police officer: light skin tone	👮🏻️	\U0001F46E\U0001F3FB\U0000FE0F	U+1F46E U+1F3FB	police officer: light skin tone
1916.png	police officer: medium-light skin tone	👮🏼️	\U0001F46E\U0001F3FC\U0000FE0F	U+1F46E U+1F3FC	police officer: medium-light skin tone
1917.png	police officer: medium skin tone	👮🏽️	\U0001F46E\U0001F3FD\U0000FE0F	U+1F46E U+1F3FD	police officer: medium skin tone
1918.png	police officer: medium-dark skin tone	👮🏾️	\U0001F46E\U0001F3FE\U0000FE0F	U+1F46E U+1F3FE	police officer: medium-dark skin tone
1919.png	police officer: dark skin tone	👮🏿️	\U0001F46E\U0001F3FF\U0000FE0F	U+1F46E U+1F3FF	police officer: dark skin tone
1920.png	man police officer: light skin tone	👮🏻‍♂️️	\U0001F46E\U0001F3FB\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F46E U+1F3FB U+200D U+2642 U+FE0F	man police officer: light skin tone
1921.png	man police officer: medium-light skin tone	👮🏼‍♂️️	\U0001F46E\U0001F3FC\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F46E U+1F3FC U+200D U+2642 U+FE0F	man police officer: medium-light skin tone
1922.png	man police officer: medium skin tone	👮🏽‍♂️️	\U0001F46E\U0001F3FD\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F46E U+1F3FD U+200D U+2642 U+FE0F	man police officer: medium skin tone
1923.png	man police officer: medium-dark skin tone	👮🏾‍♂️️	\U0001F46E\U0001F3FE\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F46E U+1F3FE U+200D U+2642 U+FE0F	man police officer: medium-dark skin tone
1924.png	man police officer: dark skin tone	👮🏿‍♂️️	\U0001F46E\U0001F3FF\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F46E U+1F3FF U+200D U+2642 U+FE0F	man police officer: dark skin tone
1925.png	woman police officer: light skin tone	👮🏻‍♀️️	\U0001F46E\U0001F3FB\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F46E U+1F3FB U+200D U+2640 U+FE0F	woman police officer: light skin tone
1926.png	woman police officer: medium-light skin tone	👮🏼‍♀️️	\U0001F46E\U0001F3FC\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F46E U+1F3FC U+200D U+2640 U+FE0F	woman police officer: medium-light skin tone
1927.png	woman police officer: medium skin tone	👮🏽‍♀️️	\U0001F46E\U0001F3FD\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F46E U+1F3FD U+200D U+2640 U+FE0F	woman police officer: medium skin tone
1928.png	woman police officer: medium-dark skin tone	👮🏾‍♀️️	\U0001F46E\U0001F3FE\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F46E U+1F3FE U+200D U+2640 U+FE0F	woman police officer: medium-dark skin tone
1929.png	woman police officer: dark skin tone	👮🏿‍♀️️	\U0001F46E\U0001F3FF\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F46E U+1F3FF U+200D U+2640 U+FE0F	woman police officer: dark skin tone
1930.png	detective: light skin tone	🕵🏻️	\U0001F575\U0001F3FB\U0000FE0F	U+1F575 U+1F3FB	detective: light skin tone
1931.png	detective: medium-light skin tone	🕵🏼️	\U0001F575\U0001F3FC\U0000FE0F	U+1F575 U+1F3FC	detective: medium-light skin tone
1932.png	detective: medium skin tone	🕵🏽️	\U0001F575\U0001F3FD\U0000FE0F	U+1F575 U+1F3FD	detective: medium skin tone
1933.png	detective: medium-dark skin tone	🕵🏾️	\U0001F575\U0001F3FE\U0000FE0F	U+1F575 U+1F3FE	detective: medium-dark skin tone
1934.png	detective: dark skin tone	🕵🏿️	\U0001F575\U0001F3FF\U0000FE0F	U+1F575 U+1F3FF	detective: dark skin tone
1935.png	man detective: light skin tone	🕵🏻‍♂️️	\U0001F575\U0001F3FB\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F575 U+1F3FB U+200D U+2642 U+FE0F	man detective: light skin tone
1936.png	man detective: medium-light skin tone	🕵🏼‍♂️️	\U0001F575\U0001F3FC\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F575 U+1F3FC U+200D U+2642 U+FE0F	man detective: medium-light skin tone
1937.png	man detective: medium skin tone	🕵🏽‍♂️️	\U0001F575\U0001F3FD\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F575 U+1F3FD U+200D U+2642 U+FE0F	man detective: medium skin tone
1938.png	man detective: medium-dark skin tone	🕵🏾‍♂️️	\U0001F575\U0001F3FE\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F575 U+1F3FE U+200D U+2642 U+FE0F	man detective: medium-dark skin tone
1939.png	man detective: dark skin tone	🕵🏿‍♂️️	\U0001F575\U0001F3FF\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F575 U+1F3FF U+200D U+2642 U+FE0F	man detective: dark skin tone
1940.png	woman detective: light skin tone	🕵🏻‍♀️️	\U0001F575\U0001F3FB\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F575 U+1F3FB U+200D U+2640 U+FE0F	woman detective: light skin tone
1941.png	woman detective: medium-light skin tone	🕵🏼‍♀️️	\U0001F575\U0001F3FC\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F575 U+1F3FC U+200D U+2640 U+FE0F	woman detective: medium-light skin tone
1942.png	woman detective: medium skin tone	🕵🏽‍♀️️	\U0001F575\U0001F3FD\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F575 U+1F3FD U+200D U+2640 U+FE0F	woman detective: medium skin tone
1943.png	woman detective: medium-dark skin tone	🕵🏾‍♀️️	\U0001F575\U0001F3FE\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F575 U+1F3FE U+200D U+2640 U+FE0F	woman detective: medium-dark skin tone
1944.png	woman detective: dark skin tone	🕵🏿‍♀️️	\U0001F575\U0001F3FF\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F575 U+1F3FF U+200D U+2640 U+FE0F	woman detective: dark skin tone
1945.png	guard: light skin tone	💂🏻️	\U0001F482\U0001F3FB\U0000FE0F	U+1F482 U+1F3FB	guard: light skin tone
1946.png	guard: medium-light skin tone	💂🏼️	\U0001F482\U0001F3FC\U0000FE0F	U+1F482 U+1F3FC	guard: medium-light skin tone
1947.png	guard: medium skin tone	💂🏽️	\U0001F482\U0001F3FD\U0000FE0F	U+1F482 U+1F3FD	guard: medium skin tone
1948.png	guard: medium-dark skin tone	💂🏾️	\U0001F482\U0001F3FE\U0000FE0F	U+1F482 U+1F3FE	guard: medium-dark skin tone
1949.png	guard: dark skin tone	💂🏿️	\U0001F482\U0001F3FF\U0000FE0F	U+1F482 U+1F3FF	guard: dark skin tone
1950.png	man guard: light skin tone	💂🏻‍♂️️	\U0001F482\U0001F3FB\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F482 U+1F3FB U+200D U+2642 U+FE0F	man guard: light skin tone
1951.png	man guard: medium-light skin tone	💂🏼‍♂️️	\U0001F482\U0001F3FC\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F482 U+1F3FC U+200D U+2642 U+FE0F	man guard: medium-light skin tone
1952.png	man guard: medium skin tone	💂🏽‍♂️️	\U0001F482\U0001F3FD\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F482 U+1F3FD U+200D U+2642 U+FE0F	man guard: medium skin tone
1953.png	man guard: medium-dark skin tone	💂🏾‍♂️️	\U0001F482\U0001F3FE\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F482 U+1F3FE U+200D U+2642 U+FE0F	man guard: medium-dark skin tone
1954.png	man guard: dark skin tone	💂🏿‍♂️️	\U0001F482\U0001F3FF\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F482 U+1F3FF U+200D U+2642 U+FE0F	man guard: dark skin tone
1955.png	woman guard: light skin tone	💂🏻‍♀️️	\U0001F482\U0001F3FB\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F482 U+1F3FB U+200D U+2640 U+FE0F	woman guard: light skin tone
1956.png	woman guard: medium-light skin tone	💂🏼‍♀️️	\U0001F482\U0001F3FC\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F482 U+1F3FC U+200D U+2640 U+FE0F	woman guard: medium-light skin tone
1957.png	woman guard: medium skin tone	💂🏽‍♀️️	\U0001F482\U0001F3FD\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F482 U+1F3FD U+200D U+2640 U+FE0F	woman guard: medium skin tone
1958.png	woman guard: medium-dark skin tone	💂🏾‍♀️️	\U0001F482\U0001F3FE\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F482 U+1F3FE U+200D U+2640 U+FE0F	woman guard: medium-dark skin tone
1959.png	woman guard: dark skin tone	💂🏿‍♀️️	\U0001F482\U0001F3FF\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F482 U+1F3FF U+200D U+2640 U+FE0F	woman guard: dark skin tone
1960.png	construction worker: light skin tone	👷🏻️	\U0001F477\U0001F3FB\U0000FE0F	U+1F477 U+1F3FB	construction worker: light skin tone
1961.png	construction worker: medium-light skin tone	👷🏼️	\U0001F477\U0001F3FC\U0000FE0F	U+1F477 U+1F3FC	construction worker: medium-light skin tone
1962.png	construction worker: medium skin tone	👷🏽️	\U0001F477\U0001F3FD\U0000FE0F	U+1F477 U+1F3FD	construction worker: medium skin tone
1963.png	construction worker: medium-dark skin tone	👷🏾️	\U0001F477\U0001F3FE\U0000FE0F	U+1F477 U+1F3FE	construction worker: medium-dark skin tone
1964.png	construction worker: dark skin tone	👷🏿️	\U0001F477\U0001F3FF\U0000FE0F	U+1F477 U+1F3FF	construction worker: dark skin tone
1965.png	man construction worker: light skin tone	👷🏻‍♂️️	\U0001F477\U0001F3FB\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F477 U+1F3FB U+200D U+2642 U+FE0F	man construction worker: light skin tone
1966.png	man construction worker: medium-light skin tone	👷🏼‍♂️️	\U0001F477\U0001F3FC\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F477 U+1F3FC U+200D U+2642 U+FE0F	man construction worker: medium-light skin tone
1967.png	man construction worker: medium skin tone	👷🏽‍♂️️	\U0001F477\U0001F3FD\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F477 U+1F3FD U+200D U+2642 U+FE0F	man construction worker: medium skin tone
1968.png	man construction worker: medium-dark skin tone	👷🏾‍♂️️	\U0001F477\U0001F3FE\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F477 U+1F3FE U+200D U+2642 U+FE0F	man construction worker: medium-dark skin tone
1969.png	man construction worker: dark skin tone	👷🏿‍♂️️	\U0001F477\U0001F3FF\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F477 U+1F3FF U+200D U+2642 U+FE0F	man construction worker: dark skin tone
1970.png	woman construction worker: light skin tone	👷🏻‍♀️️	\U0001F477\U0001F3FB\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F477 U+1F3FB U+200D U+2640 U+FE0F	woman construction worker: light skin tone
1971.png	woman construction worker: medium-light skin tone	👷🏼‍♀️️	\U0001F477\U0001F3FC\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F477 U+1F3FC U+200D U+2640 U+FE0F	woman construction worker: medium-light skin tone
1972.png	woman construction worker: medium skin tone	👷🏽‍♀️️	\U0001F477\U0001F3FD\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F477 U+1F3FD U+200D U+2640 U+FE0F	woman construction worker: medium skin tone
1973.png	woman construction worker: medium-dark skin tone	👷🏾‍♀️️	\U0001F477\U0001F3FE\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F477 U+1F3FE U+200D U+2640 U+FE0F	woman construction worker: medium-dark skin tone
1974.png	woman construction worker: dark skin tone	👷🏿‍♀️️	\U0001F477\U0001F3FF\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F477 U+1F3FF U+200D U+2640 U+FE0F	woman construction worker: dark skin tone
1975.png	prince: light skin tone	🤴🏻️	\U0001F934\U0001F3FB\U0000FE0F	U+1F934 U+1F3FB	prince: light skin tone
1976.png	prince: medium-light skin tone	🤴🏼️	\U0001F934\U0001F3FC\U0000FE0F	U+1F934 U+1F3FC	prince: medium-light skin tone
1977.png	prince: medium skin tone	🤴🏽️	\U0001F934\U0001F3FD\U0000FE0F	U+1F934 U+1F3FD	prince: medium skin tone
1978.png	prince: medium-dark skin tone	🤴🏾️	\U0001F934\U0001F3FE\U0000FE0F	U+1F934 U+1F3FE	prince: medium-dark skin tone
1979.png	prince: dark skin tone	🤴🏿️	\U0001F934\U0001F3FF\U0000FE0F	U+1F934 U+1F3FF	prince: dark skin tone
1980.png	princess: light skin tone	👸🏻️	\U0001F478\U0001F3FB\U0000FE0F	U+1F478 U+1F3FB	princess: light skin tone
1981.png	princess: medium-light skin tone	👸🏼️	\U0001F478\U0001F3FC\U0000FE0F	U+1F478 U+1F3FC	princess: medium-light skin tone
1982.png	princess: medium skin tone	👸🏽️	\U0001F478\U0001F3FD\U0000FE0F	U+1F478 U+1F3FD	princess: medium skin tone
1983.png	princess: medium-dark skin tone	👸🏾️	\U0001F478\U0001F3FE\U0000FE0F	U+1F478 U+1F3FE	princess: medium-dark skin tone
1984.png	princess: dark skin tone	👸🏿️	\U0001F478\U0001F3FF\U0000FE0F	U+1F478 U+1F3FF	princess: dark skin tone
1985.png	person wearing turban: light skin tone	👳🏻️	\U0001F473\U0001F3FB\U0000FE0F	U+1F473 U+1F3FB	person wearing turban: light skin tone
1986.png	person wearing turban: medium-light skin tone	👳🏼️	\U0001F473\U0001F3FC\U0000FE0F	U+1F473 U+1F3FC	person wearing turban: medium-light skin tone
1987.png	person wearing turban: medium skin tone	👳🏽️	\U0001F473\U0001F3FD\U0000FE0F	U+1F473 U+1F3FD	person wearing turban: medium skin tone
1988.png	person wearing turban: medium-dark skin tone	👳🏾️	\U0001F473\U0001F3FE\U0000FE0F	U+1F473 U+1F3FE	person wearing turban: medium-dark skin tone
1989.png	person wearing turban: dark skin tone	👳🏿️	\U0001F473\U0001F3FF\U0000FE0F	U+1F473 U+1F3FF	person wearing turban: dark skin tone
1990.png	man wearing turban: light skin tone	👳🏻‍♂️️	\U0001F473\U0001F3FB\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F473 U+1F3FB U+200D U+2642 U+FE0F	man wearing turban: light skin tone
1991.png	man wearing turban: medium-light skin tone	👳🏼‍♂️️	\U0001F473\U0001F3FC\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F473 U+1F3FC U+200D U+2642 U+FE0F	man wearing turban: medium-light skin tone
1992.png	man wearing turban: medium skin tone	👳🏽‍♂️️	\U0001F473\U0001F3FD\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F473 U+1F3FD U+200D U+2642 U+FE0F	man wearing turban: medium skin tone
1993.png	man wearing turban: medium-dark skin tone	👳🏾‍♂️️	\U0001F473\U0001F3FE\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F473 U+1F3FE U+200D U+2642 U+FE0F	man wearing turban: medium-dark skin tone
1994.png	man wearing turban: dark skin tone	👳🏿‍♂️️	\U0001F473\U0001F3FF\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F473 U+1F3FF U+200D U+2642 U+FE0F	man wearing turban: dark skin tone
1995.png	woman wearing turban: light skin tone	👳🏻‍♀️️	\U0001F473\U0001F3FB\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F473 U+1F3FB U+200D U+2640 U+FE0F	woman wearing turban: light skin tone
1996.png	woman wearing turban: medium-light skin tone	👳🏼‍♀️️	\U0001F473\U0001F3FC\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F473 U+1F3FC U+200D U+2640 U+FE0F	woman wearing turban: medium-light skin tone
1997.png	woman wearing turban: medium skin tone	👳🏽‍♀️️	\U0001F473\U0001F3FD\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F473 U+1F3FD U+200D U+2640 U+FE0F	woman wearing turban: medium skin tone
1998.png	woman wearing turban: medium-dark skin tone	👳🏾‍♀️️	\U0001F473\U0001F3FE\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F473 U+1F3FE U+200D U+2640 U+FE0F	woman wearing turban: medium-dark skin tone
1999.png	woman wearing turban: dark skin tone	👳🏿‍♀️️	\U0001F473\U0001F3FF\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F473 U+1F3FF U+200D U+2640 U+FE0F	woman wearing turban: dark skin tone
2000.png	man with Chinese cap: light skin tone	👲🏻️	\U0001F472\U0001F3FB\U0000FE0F	U+1F472 U+1F3FB	man with Chinese cap: light skin tone
2001.png	man with Chinese cap: medium-light skin tone	👲🏼️	\U0001F472\U0001F3FC\U0000FE0F	U+1F472 U+1F3FC	man with Chinese cap: medium-light skin tone
2002.png	man with Chinese cap: medium skin tone	👲🏽️	\U0001F472\U0001F3FD\U0000FE0F	U+1F472 U+1F3FD	man with Chinese cap: medium skin tone
2003.png	man with Chinese cap: medium-dark skin tone	👲🏾️	\U0001F472\U0001F3FE\U0000FE0F	U+1F472 U+1F3FE	man with Chinese cap: medium-dark skin tone
2004.png	man with Chinese cap: dark skin tone	👲🏿️	\U0001F472\U0001F3FF\U0000FE0F	U+1F472 U+1F3FF	man with Chinese cap: dark skin tone
2005.png	woman with headscarf: light skin tone	🧕🏻️	\U0001F9D5\U0001F3FB\U0000FE0F	U+1F9D5 U+1F3FB	woman with headscarf: light skin tone
2006.png	woman with headscarf: medium-light skin tone	🧕🏼️	\U0001F9D5\U0001F3FC\U0000FE0F	U+1F9D5 U+1F3FC	woman with headscarf: medium-light skin tone
2007.png	woman with headscarf: medium skin tone	🧕🏽️	\U0001F9D5\U0001F3FD\U0000FE0F	U+1F9D5 U+1F3FD	woman with headscarf: medium skin tone
2008.png	woman with headscarf: medium-dark skin tone	🧕🏾️	\U0001F9D5\U0001F3FE\U0000FE0F	U+1F9D5 U+1F3FE	woman with headscarf: medium-dark skin tone
2009.png	woman with headscarf: dark skin tone	🧕🏿️	\U0001F9D5\U0001F3FF\U0000FE0F	U+1F9D5 U+1F3FF	woman with headscarf: dark skin tone
2010.png	man in tuxedo: light skin tone	🤵🏻️	\U0001F935\U0001F3FB\U0000FE0F	U+1F935 U+1F3FB	man in tuxedo: light skin tone
2011.png	man in tuxedo: medium-light skin tone	🤵🏼️	\U0001F935\U0001F3FC\U0000FE0F	U+1F935 U+1F3FC	man in tuxedo: medium-light skin tone
2012.png	man in tuxedo: medium skin tone	🤵🏽️	\U0001F935\U0001F3FD\U0000FE0F	U+1F935 U+1F3FD	man in tuxedo: medium skin tone
2013.png	man in tuxedo: medium-dark skin tone	🤵🏾️	\U0001F935\U0001F3FE\U0000FE0F	U+1F935 U+1F3FE	man in tuxedo: medium-dark skin tone
2014.png	man in tuxedo: dark skin tone	🤵🏿️	\U0001F935\U0001F3FF\U0000FE0F	U+1F935 U+1F3FF	man in tuxedo: dark skin tone
2015.png	bride with veil: light skin tone	👰🏻️	\U0001F470\U0001F3FB\U0000FE0F	U+1F470 U+1F3FB	bride with veil: light skin tone
2016.png	bride with veil: medium-light skin tone	👰🏼️	\U0001F470\U0001F3FC\U0000FE0F	U+1F470 U+1F3FC	bride with veil: medium-light skin tone
2017.png	bride with veil: medium skin tone	👰🏽️	\U0001F470\U0001F3FD\U0000FE0F	U+1F470 U+1F3FD	bride with veil: medium skin tone
2018.png	bride with veil: medium-dark skin tone	👰🏾️	\U0001F470\U0001F3FE\U0000FE0F	U+1F470 U+1F3FE	bride with veil: medium-dark skin tone
2019.png	bride with veil: dark skin tone	👰🏿️	\U0001F470\U0001F3FF\U0000FE0F	U+1F470 U+1F3FF	bride with veil: dark skin tone
2020.png	pregnant woman: light skin tone	🤰🏻️	\U0001F930\U0001F3FB\U0000FE0F	U+1F930 U+1F3FB	pregnant woman: light skin tone
2021.png	pregnant woman: medium-light skin tone	🤰🏼️	\U0001F930\U0001F3FC\U0000FE0F	U+1F930 U+1F3FC	pregnant woman: medium-light skin tone
2022.png	pregnant woman: medium skin tone	🤰🏽️	\U0001F930\U0001F3FD\U0000FE0F	U+1F930 U+1F3FD	pregnant woman: medium skin tone
2023.png	pregnant woman: medium-dark skin tone	🤰🏾️	\U0001F930\U0001F3FE\U0000FE0F	U+1F930 U+1F3FE	pregnant woman: medium-dark skin tone
2024.png	pregnant woman: dark skin tone	🤰🏿️	\U0001F930\U0001F3FF\U0000FE0F	U+1F930 U+1F3FF	pregnant woman: dark skin tone
2025.png	breast-feeding: light skin tone	🤱🏻️	\U0001F931\U0001F3FB\U0000FE0F	U+1F931 U+1F3FB	breast-feeding: light skin tone
2026.png	breast-feeding: medium-light skin tone	🤱🏼️	\U0001F931\U0001F3FC\U0000FE0F	U+1F931 U+1F3FC	breast-feeding: medium-light skin tone
2027.png	breast-feeding: medium skin tone	🤱🏽️	\U0001F931\U0001F3FD\U0000FE0F	U+1F931 U+1F3FD	breast-feeding: medium skin tone
2028.png	breast-feeding: medium-dark skin tone	🤱🏾️	\U0001F931\U0001F3FE\U0000FE0F	U+1F931 U+1F3FE	breast-feeding: medium-dark skin tone
2029.png	breast-feeding: dark skin tone	🤱🏿️	\U0001F931\U0001F3FF\U0000FE0F	U+1F931 U+1F3FF	breast-feeding: dark skin tone
2030.png	baby angel: light skin tone	👼🏻️	\U0001F47C\U0001F3FB\U0000FE0F	U+1F47C U+1F3FB	baby angel: light skin tone
2031.png	baby angel: medium-light skin tone	👼🏼️	\U0001F47C\U0001F3FC\U0000FE0F	U+1F47C U+1F3FC	baby angel: medium-light skin tone
2032.png	baby angel: medium skin tone	👼🏽️	\U0001F47C\U0001F3FD\U0000FE0F	U+1F47C U+1F3FD	baby angel: medium skin tone
2033.png	baby angel: medium-dark skin tone	👼🏾️	\U0001F47C\U0001F3FE\U0000FE0F	U+1F47C U+1F3FE	baby angel: medium-dark skin tone
2034.png	baby angel: dark skin tone	👼🏿️	\U0001F47C\U0001F3FF\U0000FE0F	U+1F47C U+1F3FF	baby angel: dark skin tone
2035.png	Santa Claus: light skin tone	🎅🏻️	\U0001F385\U0001F3FB\U0000FE0F	U+1F385 U+1F3FB	Santa Claus: light skin tone
2036.png	Santa Claus: medium-light skin tone	🎅🏼️	\U0001F385\U0001F3FC\U0000FE0F	U+1F385 U+1F3FC	Santa Claus: medium-light skin tone
2037.png	Santa Claus: medium skin tone	🎅🏽️	\U0001F385\U0001F3FD\U0000FE0F	U+1F385 U+1F3FD	Santa Claus: medium skin tone
2038.png	Santa Claus: medium-dark skin tone	🎅🏾️	\U0001F385\U0001F3FE\U0000FE0F	U+1F385 U+1F3FE	Santa Claus: medium-dark skin tone
2039.png	Santa Claus: dark skin tone	🎅🏿️	\U0001F385\U0001F3FF\U0000FE0F	U+1F385 U+1F3FF	Santa Claus: dark skin tone
2040.png	Mrs. Claus: light skin tone	🤶🏻️	\U0001F936\U0001F3FB\U0000FE0F	U+1F936 U+1F3FB	Mrs. Claus: light skin tone
2041.png	Mrs. Claus: medium-light skin tone	🤶🏼️	\U0001F936\U0001F3FC\U0000FE0F	U+1F936 U+1F3FC	Mrs. Claus: medium-light skin tone
2042.png	Mrs. Claus: medium skin tone	🤶🏽️	\U0001F936\U0001F3FD\U0000FE0F	U+1F936 U+1F3FD	Mrs. Claus: medium skin tone
2043.png	Mrs. Claus: medium-dark skin tone	🤶🏾️	\U0001F936\U0001F3FE\U0000FE0F	U+1F936 U+1F3FE	Mrs. Claus: medium-dark skin tone
2044.png	Mrs. Claus: dark skin tone	🤶🏿️	\U0001F936\U0001F3FF\U0000FE0F	U+1F936 U+1F3FF	Mrs. Claus: dark skin tone
2045.png	⊛ superhero: light skin tone	🦸🏻️	\U0001F9B8\U0001F3FB\U0000FE0F	U+1F9B8 U+1F3FB	⊛ superhero: light skin tone
2046.png	⊛ superhero: medium-light skin tone	🦸🏼️	\U0001F9B8\U0001F3FC\U0000FE0F	U+1F9B8 U+1F3FC	⊛ superhero: medium-light skin tone
2047.png	⊛ superhero: medium skin tone	🦸🏽️	\U0001F9B8\U0001F3FD\U0000FE0F	U+1F9B8 U+1F3FD	⊛ superhero: medium skin tone
2048.png	⊛ superhero: medium-dark skin tone	🦸🏾️	\U0001F9B8\U0001F3FE\U0000FE0F	U+1F9B8 U+1F3FE	⊛ superhero: medium-dark skin tone
2049.png	⊛ superhero: dark skin tone	🦸🏿️	\U0001F9B8\U0001F3FF\U0000FE0F	U+1F9B8 U+1F3FF	⊛ superhero: dark skin tone
2050.png	⊛ man superhero: light skin tone	🦸🏻‍♂️️	\U0001F9B8\U0001F3FB\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F9B8 U+1F3FB U+200D U+2642 U+FE0F	⊛ man superhero: light skin tone
2051.png	⊛ man superhero: medium-light skin tone	🦸🏼‍♂️️	\U0001F9B8\U0001F3FC\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F9B8 U+1F3FC U+200D U+2642 U+FE0F	⊛ man superhero: medium-light skin tone
